Title,Authors,Date Read,Rating,Review,Format,Contributors,ISBN/UID,Read Status,Date Added,Last Date Read,Read Count
Accomplice to the Villain,Hannah Nicole Maehrer,2025/08/06,10,"HOLY FUCKING shirt IT HAPPENED. SPOILERS AHEAD AHHHHHH THEY SAID ILY, AND WHAT THE HECK MARV, and well all of the other plot twists didn’t REALLY surprise me but I was happy about them except Arthur!! (Kingsley turning, Trystan being prince, Evie being the Villain). I still have so many questions. What are Lyssa’s powers? What happens with the guivres? Did Winnifred do it?? How is Kingsley back? I feel like the prophecy or story of Rennedawn feels really straight forward but I bet there are a few more tricks to come. I love this series. I love Hannah and I loved meeting her. This book launch was so fucking cool to witness and be a part of. Next book “Actually the Villain”?????",audio,Em Eldridge (Narrator),9798350829709,read,2025/08/07,2025/08/06,1
Overruled,Lana Ferguson,2025/08/07,10,"This was so cute. I loved it. From beginning to end it was engaging and there was tension and just all of it was great. I liked how everything was resolved for Ezra and Dani like it all made sense and didn’t upset me. I want more. I want to know more about how they met and how they started their initial dalliance. Honestly just wonderful black cat golden retriever, rivals/enemies to fwb to lovers, good side characters. I really liked also that they are for the most part reasonable, likeable people.",digital,,9780593549407,read,2025/08/07,2025/08/07,1
The Heir: An Enemies-to-Lovers Marriage of Convenience Romance,Sophia Travers,2025/08/08,9,"Look at that I finished another book! Honestly had fun. Enemies/rivals to lovers that actually held on to the tension until the end. Was a little disappointed that Emory assumed the worst of Aiden at the climax, like girly pop just like talk to him?? But the spice, the hating that they like each other, the siblings/side characters, overall good vibes.",digital,,B0F46SR6S4,read,2025/08/08,2025/08/08,1
Potions and Prejudice,Tee Harlowe,2025/08/13,5,"This book was dumb. It was a retelling of Pride and Prejudice in an overt way that wasn’t appealing to me….I didn’t really find anything all that redeeming which saddens me to say—granted this is a much more retrospective review. However, I was definitely actively skimming to get through it. It had a good idea but not great follow through",digital,,9798992848106,read,2025/08/30,2025/08/13,1
Rose in Chains,Julie Soto,2025/08/16,8,"Ok ok the human trafficking was very fanfic coded and it’s crazy to me that it got published. HOWEVER, I ended up being super engaged at the end and enjoyed the book overall. I did lookup the actual fanfic and it was fun to read the whole thing and see some of the changes. I’m curious which parts the published trilogy will actually include",digital,,9781538771242,read,2025/08/30,2025/08/16,1
Love Arranged,Lauren Asher,2025/08/25,6,This relationship was so toxic. There wasn’t enough communication of boundaries and expectations and then feelings were hurt. I think it’s dumb that your family should get so much a say in who you choose to date and while I get asking for blessings before proposing is tradition….it’s not the end of the world. The whole middle of the book is Lily trying to get Lorenzo to admit his feelings for her (which he has) but it’s not on his terms which felt wrong to me. Then it was hot and cold until the end when they finally talked to one another and at that point I was ready to be done anyways..feeling like a cynic with all these reviews,digital,,B0D47KSNGG,read,2025/08/30,2025/08/25,1
Truly Madly Deeply,L.J. Shen,2025/08/28,4,"This was so bad. The characters didn’t make sense, were not likeable, and were inconsistent. I was STRUGGLING to finish. The spice wasn’t even good. The trauma was so unrealistic and insane. The needless violent was annoying and honestly? I can’t think of something redeemable….my bad",digital,,,read,2025/08/30,2025/08/28,1
Wildest Dreams,L.J. Shen,2025/08/28,4,"Again this was so bad. Characters were annoying, inconsistent, and just confusing. I skimmed most of it so that might be why I’m confused but this could’ve been edited down. I also just don’t get the unnecessary trauma like it comes out of left field. Why is the kid kidnapped? With no real motive? The whole book had me complaining “Just why??”",digital,,B0DBVT412B,read,2025/08/30,2025/08/28,1
A Thousand Pieces of You,Claudia Gray,2025/08/31,10,Bro this was so good I went through everything. I cried I screamed I probably laughed. I liked that this was sci fi ish. The romance was great the plot was great. I was right five pages in (let’s goooo!) i’m interested to see where book two goes.,digital,,9780062278982,read,2025/09/05,2025/08/31,1
Ten Thousand Skies Above You,Claudia Gray,2025/09/03,10,"What the actual fuck. Ummm so the plot is working overtime. Paul goes after Conley to find a cure for Theo. So Conley splinters Paul, Marguerite goes after pieces of Paul’s soul…this causes her to question her love with Paul. There’s a Warverse, Medievalverse, One where Paul hurts her hand so she can’t art anymore, one where Paul is part of an organized crime family with his dad. But there’s this whole potential love triangle with Theo who doesn’t really stand a chance but for more suspense. But the whole backstory is that the original Triad includes Conley and her parents trying to bring back Josie who tried to leave her body at the moment she died and splintered. So they’re trying to destroy the multiverse to recollect her soul. And in like this one Marguerite is a bitch who enjoys meddling and fucking up her other lives. Oh and actually Conley and Josie are an item (in a lot of them) so that’s cute. But her parents are fucking psycho trying to bring Josie back… Side note OG Marguerite keeps ducking with her life in the Russiaverse (just leave yourself alone, you already got her preggo) but at least she feels remorse? So Anyways in the backstoryverse OG Marguerite plots with Paul and Theo in this dimension and they make a plan to use each others bodies in different dimensions to take down the triad. When Marguerite finally puts all the pieces of Paul back together he starts to believe that they are not destined for love but for pain (but lowkey they kinda synonymous in books like these) so he’s being all skeptical and she’s like let’s get home and regroup. Great right, clean slate going to take down the Triad in the last book? WRONG bitch Marguerite takes over her body using the bad green stuff that was killing Theo in the first one. And evil spy Theo is back so that’s all super fun!! This was such a mindfuck.",digital,,9780062279019,read,2025/09/05,2025/09/03,1
A Million Worlds with You,Claudia Gray,2025/09/04,10,"Yet another mindfuck. So evil Marguerite basically starts to build traps to kill OG Marguerite in other worlds. Basically trying to make her “perfect traveler” status moot. She runs to an Egypt verse, Londonverse, Romeverse (medievalverse), and basically gets all of those Marguerites killed and OG doesn’t really do much to help. Paul is fighting his demons from being splintered and has basically decided he and Marguerite are no good for one another. As evil Marge or Wicked as OG Marguerite dubs her (Berkeleyverse is OG) attempts to destroy dimensions and kill the Marguerites there, Paul is able to somehow combat the science and stabilize dimensions. Okay and spy Theo from Triadverse kills Egyptverse Marguerite (Berkleyverse hops out before dying) but he is somewhat redeemable bc he ends up sacrificing himself (he hated himself for killing Marguerite) to destroy Triadverse Conley (honestly the Home Office and Triadverse Conley’s are the main villains). Basically, the dimensions start working together and then they are ultimately able to defeat the Home Office verse that was trying to resurrect Josie. They were able to have a conference of Marguerites because one dimension made clones (the Cloneverse) which was great (Paul easily identified each Marguerite), there was also a dimension where Marguerite was deaf and her and Paul already had a baby (also super cute). Marguerite was able to convince her parents to stop the search for Josie (they’d named the project “Project Eurydice” and I just really love that for some reason). Her parents from home office decide to seal their dimension to atone and fix Conley’s trap to destroy all of the worlds (basically he built a fail safe to bring back Josie, but Berkeleyverse Marguerite destroys the body…too). Anyways Marguerite has nothing to lose bc Paul dies in the body of Home Office Paul so after returning home (she had taken over Wicked’s body without Wicked’s conscious in it). She jumps back into her body that wicked had taken over while she had taken over Wicked’s (it’s super complicated) so Wicked is doing bad stuff to Berkeleyverse Theo and Berkeleyverse Josie in Berkeleyverse Marguerite’s body and then jumps out (to not get trapped there? I think the nightthief drug was wearing off or she was just waiting for Berkeleyverse Marguerite to come back) and they try to think of a way to save the Home Office from exploding (sealing the dimension has a 40% chance of collapsing the dimension undoing everything including influencing other dimensions—basically undoing the whole fucking trilogy) but then Wicked comes back and tries to destroy Berkeleyverse for good and then I guess hops back into her dimension? Just to be sealed? Idk. So Berkeleyverse is about to be destroyed but plot twist Paul is not dead and he and Marguerite put their firebirds together to save the universe, declare their love for one another, and that’s kinda the end. So like it was somewhat anticlimactic in ways, but after that second book I don’t think it could be topped. Oh and the home office does not explode so the whole trilogy was not unraveled. I’m kinda sad the trilogy is over but I also can’t think of anything else that could even happen",digital,,9780062279040,read,2025/09/05,2025/09/04,1
